task_name,anthropic/claude-4-sonnet-thinking-off,anthropic/claude-4-sonnet-thinking-on-10k,deepseek-ai/DeepSeek-R1-0528,deepseek-ai/DeepSeek-V3-0324,openai/gpt-4.1,openai/gpt-4o-20240806,openai/gpt-4o-mini,openai/o3-high,openai/o4-mini-high,togetherai/Qwen/Qwen3-235B-A22B-FP8,togetherai/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,togetherai/Qwen/Qwen3-235B-A22B-Thinking-2507-FP8,togetherai/moonshotai/Kimi-K2-Instruct
modify_contact_with_message_recency_multiple_user_turn_all_tools,0.7386722484429742,0.9345302769945618,0.06085372758430605,0.11006423645870829,0.9600854233075665,0.9671099269025012,0.26366626986401215,0.9587401019421558,0.7357208764524247,0.46570729820854095,0.9967736293532093,0.6862925905755108,0.30309929269076374
modify_contact_with_message_recency_multiple_user_turn_alt,0.7040584156127287,0.7095593465502219,0.09614996244114982,0.08828745159658248,0.9644141377627158,0.9587401019421558,0.30582673483327877,0.6999999918622489,0.7621920540486192,0.07856008921535763,0.7604289507347655,0.685548326160266,0.5039365650566252
modify_contact_with_message_recency_multiple_user_turn_alt_10_distraction_tools,0.5189776670534572,0.6975237192373316,0.09724267372556678,0.10518142851849774,0.7526285638494151,0.10626585219809859,0.10161317043452447,0.7843082954193843,0.7473612585620835,0.07937004608908184,0.3124576863068656,0.8850580696613596,0.7249593344577773
modify_contact_with_message_recency_multiple_user_turn_alt_3_distraction_tools,0.5169607037085471,0.75028005964694,0.09085602273328536,0.08201764720155995,0.501063903885352,0.7587401019421558,0.4850580696613596,0.7843082954193843,0.7317267483731523,0.08242569951072566,0.9518294455316154,0.06809771258225224,
modify_contact_with_message_recency_multiple_user_turn_alt_3_distraction_tools_arg_description_scrambled,0.9518294455316154,0.7234715796568818,0.08425558281988071,0.09650873259895097,0.9526285638494152,0.11417486223783224,0.2881822184031939,0.6993150433252027,0.7534447712913412,0.07539473680915172,0.4999999918622489,0.8835388453927162,0.5211413665168422
modify_contact_with_message_recency_multiple_user_turn_alt_3_distraction_tools_arg_type_scrambled,0.5413396766285041,0.7067767515435794,0.10662245453835535,0.10217458123089981,0.9675767203874999,0.9518294455316154,0.30294284828134926,0.7843082954193843,0.7487920393782527,0.07765553711009525,0.7518294455316153,0.05577800652473948,0.7399805575605173
modify_contact_with_message_recency_multiple_user_turn_alt_3_distraction_tools_tool_description_scrambled,0.7343358749496208,0.7459839696335069,0.10518142851849774,0.08860617973116566,0.9355195087886257,0.7421404839546604,0.7365384908420293,0.7565947006303574,0.7551311158634872,0.07485753838051648,0.4928317683052037,0.25032027161403925,0.7648514091613456
modify_contact_with_message_recency_multiple_user_turn_alt_3_distraction_tools_tool_name_scrambled,0.8979994537613878,0.2871567553808693,0.11330326466778422,0.10857669831055558,0.09799945376138783,0.7459839696335069,0.7100642364587083,0.7545607741590394,0.75028005964694,0.48002370960292956,0.11417486223783224,0.06780162797347497,0.4928317683052037
modify_contact_with_message_recency_multiple_user_turn_alt_all_tools,0.10357441640226488,0.7005263221237377,0.08776626304032407,0.08705679961369317,0.3021745812308998,0.10857669831055558,0.25428834689465213,0.9817120566435517,0.7399805575605173,0.460949259797834,0.7526285638494151,0.6886061797311657,0.6
modify_reminder_with_recency_latest,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,0.6666666666666666
modify_reminder_with_recency_latest_10_distraction_tools,1.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.0,1.0
modify_reminder_with_recency_latest_3_distraction_tools,1.0,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333
modify_reminder_with_recency_latest_3_distraction_tools_arg_description_scrambled,1.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666
modify_reminder_with_recency_latest_3_distraction_tools_arg_type_scrambled,1.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666
modify_reminder_with_recency_latest_3_distraction_tools_tool_description_scrambled,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666
modify_reminder_with_recency_latest_3_distraction_tools_tool_name_scrambled,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666
modify_reminder_with_recency_latest_all_tools,1.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333
modify_reminder_with_recency_latest_alt,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333
modify_reminder_with_recency_latest_alt_10_distraction_tools,1.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666
modify_reminder_with_recency_latest_alt_3_distraction_tools,1.0,0.6666666666666666,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666
modify_reminder_with_recency_latest_alt_3_distraction_tools_arg_description_scrambled,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
modify_reminder_with_recency_latest_alt_3_distraction_tools_arg_type_scrambled,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666
modify_reminder_with_recency_latest_alt_3_distraction_tools_tool_description_scrambled,1.0,0.6666666666666666,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
modify_reminder_with_recency_latest_alt_3_distraction_tools_tool_name_scrambled,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666
modify_reminder_with_recency_latest_alt_all_tools,1.0,0.6666666666666666,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333
modify_reminder_with_recency_latest_insufficient_information,1,0.0,1,1,0.0,1,0.0,0.0,1,1,1,1,0.0
modify_reminder_with_recency_latest_insufficient_information_10_distraction_tools,0.0,0.0,1,1,0.0,0.0,0.0,1,1,1,0.0,1,0.0
modify_reminder_with_recency_latest_insufficient_information_3_distraction_tools,0.0,0.0,1,1,0.0,0.0,1,1,1,1,1,1,1
modify_reminder_with_recency_latest_insufficient_information_3_distraction_tools_arg_description_scrambled,0.0,0.0,1,1,0.0,0.0,1,1,1,1,0.0,1,0.0
modify_reminder_with_recency_latest_insufficient_information_3_distraction_tools_arg_type_scrambled,0.0,0.0,1,1,0.0,0.0,0.0,1,0.0,1,0.0,1,1
modify_reminder_with_recency_latest_insufficient_information_3_distraction_tools_tool_description_scrambled,0.0,0.0,1,1,0.0,0.0,1,1,0.0,1,1,0.0,1
modify_reminder_with_recency_latest_insufficient_information_3_distraction_tools_tool_name_scrambled,0.0,0.0,1,1,0.0,0.0,1,1,1,1,1,1,0.0
modify_reminder_with_recency_latest_insufficient_information_all_tools,0.0,0.0,1,1,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0
remove_contact_by_phone,0.927657834383929,0.9095989596864746,0.16024993740191637,0.2099868330383834,0.9242679569317324,0.9738471590323071,0.9070415914067887,0.9664295422115029,0.933729570102293,0.8349057365822846,0.9615465401542819,0.8240543885138675,0.9432755108539052
remove_contact_by_phone_10_distraction_tools,0.927657834383929,0.9187349219460756,0.19829611175576203,0.17748028199484847,0.9390193097698526,0.9738471590323071,0.8999675959341955,0.9578601560645357,0.9187349219460756,0.8345070619524159,0.9578601560645357,0.831818079614029,0.9095989596864746
remove_contact_by_phone_3_distraction_tools,0.9312335032369262,0.9083067478777683,0.0,0.18096116385092598,0.9265080839670391,0.983304750543636,0.904588613778972,0.8704737996615561,0.9510059751656362,0.8321917388753378,0.9578601560645357,0.808430116102266,0.5017731731422533
remove_contact_by_phone_3_distraction_tools_arg_description_scrambled,0.927657834383929,0.9165041121386754,0.1949345061809118,0.1722262670628384,0.9221031344738803,0.9784326180871904,0.9122687642701391,0.9269655505052627,0.983304750543636,0.8418511616214115,0.9578601560645357,0.831818079614029,0.9478108874745872
remove_contact_by_phone_3_distraction_tools_arg_type_scrambled,0.927657834383929,0.9095989596864746,0.2333009292675289,0.18218391446053508,0.9221031344738803,0.9738471590323071,0.9122687642701391,0.9578601560645357,0.983304750543636,0.8162966103663937,0.9578601560645357,0.811157005043264,0.9432755108539052
remove_contact_by_phone_3_distraction_tools_tool_description_scrambled,0.9312335032369262,0.9122687642701391,0.1732276084277087,0.18218391446053508,0.9242679569317324,0.9784326180871904,0.9122687642701391,0.983304750543636,0.983304750543636,0.8353082262869234,0.9615465401542819,0.8265882244548397,0.9738471590323071
remove_contact_by_phone_3_distraction_tools_tool_name_scrambled,0.927657834383929,0.9210476064156919,0.17124769101116066,0.18218391446053508,0.9390193097698526,0.9738471590323071,0.9150599378461738,0.9229603170995572,0.983304750543636,0.8231446157557537,0.9432755108539052,0.8033627453359333,0.9533795370997541
remove_contact_by_phone_all_tools,0.927657834383929,0.9095989596864746,0.18096116385092598,0.2099868330383834,0.9288282196896379,0.9738471590323071,0.9390193097698526,0.8555054411129737,0.983304750543636,0.8457892047050017,0.9578601560645357,0.8382380804689155,0.9654269842225277
remove_contact_by_phone_alt,0.9179824764819607,0.9179824764819607,0.20190227752807036,0.17425264900594659,0.887981836525911,0.9738471590323071,0.9654269842225277,0.9516626544309532,0.9122687642701391,0.8341121398899315,0.9654269842225277,0.8213862805086728,0.48678470052554346
remove_contact_by_phone_alt_10_distraction_tools,0.927657834383929,0.9179824764819607,0.1696648983457897,0.2099868330383834,0.9312335032369262,0.9259407424383835,0.8836581660217174,0.8724526327614696,0.9210476064156919,0.8321917388753378,0.9634613986495806,0.8296447824289858,0.9634613986495806
remove_contact_by_phone_alt_3_distraction_tools,0.9390193097698526,0.9369867567476987,0.22071863294881613,0.20298199267687544,0.9146533989637544,0.9738471590323071,0.9150599378461738,0.9634613986495806,0.9122687642701391,0.836957635384833,0.9615465401542819,0.8391134610820806,0.597900169903593
remove_contact_by_phone_alt_3_distraction_tools_arg_description_scrambled,0.9031638989871057,0.9179824764819607,0.16125153207102697,0.17029096871816637,0.9122687642701391,0.8888888849045703,0.9022327943808403,0.945961200645833,0.8977870807382904,0.831818079614029,0.8946634463606752,0.8237487761784927,0.9634613986495806
remove_contact_by_phone_alt_3_distraction_tools_arg_type_scrambled,0.8977870807382904,0.9179824764819607,0.20659935267508014,0.16784039528574915,0.9171334327449,0.9784326180871904,0.9122687642701391,0.9070415914067887,0.915633587671299,0.822255508038336,0.9615465401542819,0.8216738683268954,0.597900169903593
remove_contact_by_phone_alt_3_distraction_tools_tool_description_scrambled,0.8977870807382904,0.9179824764819607,0.1786107612603702,0.18096116385092598,0.9210476064156919,0.983304750543636,0.9478108874745872,0.9406902296045261,0.9634613986495806,0.8303564955999972,0.9634613986495806,0.8262625217338408,0.9626346618155432
remove_contact_by_phone_alt_3_distraction_tools_tool_name_scrambled,0.8812198599490455,0.9281568638967084,0.17530238086416292,0.16784039528574915,0.9171334327449,0.9738471590323071,0.9122687642701391,0.9406902296045261,0.9122687642701391,0.8058980756545271,0.30718049236564043,0.7951932617519365,0.9210476064156919
remove_contact_by_phone_alt_all_tools,0.9242679569317324,0.9179824764819607,0.19029143706305374,0.17977059882291113,0.9312335032369262,0.9695200944059194,0.9122687642701391,0.9578601560645357,0.9634613986495806,0.8324742016324592,0.8946634463606752,0.7886819382404057,0.9634613986495806
remove_contact_by_phone_ambiguous,0.927657834383929,0.9022327943808403,0.20298199267687544,0.19240260407503817,0.9242679569317324,0.9654269842225277,0.933729570102293,0.967738563202272,0.983304750543636,0.8353082262869234,0.9695200944059194,0.8365392339534513,0.9350135410087055
remove_contact_by_phone_ambiguous_10_distraction_tools,0.927657834383929,0.8977870807382904,0.22261552384160607,0.20498523840673577,0.9312335032369262,0.9738471590323071,0.5415988907629621,0.9259407424383835,0.8316325169114814,0.8382380804689155,0.9615465401542819,0.8349057365822846,0.5595347940873745
remove_contact_by_phone_ambiguous_3_distraction_tools,0.927657834383929,0.9122687642701391,0.2004284891806194,0.1933366077833596,0.9200093052786817,0.9478108874745872,0.5488486489616505,0.9732137970540097,0.983304750543636,0.8373802013216567,0.9615465401542819,0.8442711431212881,0.9615465401542819
remove_contact_by_phone_ambiguous_3_distraction_tools_arg_description_scrambled,0.927657834383929,0.9095989596864746,0.1722262670628384,0.18218391446053508,0.9418272627469109,0.9738471590323071,0.9122687642701391,0.9312335032369262,0.9578601560645357,0.8329492996924809,0.9615465401542819,0.8386735359207016,0.9695200944059194
remove_contact_by_phone_ambiguous_3_distraction_tools_arg_type_scrambled,0.927657834383929,0.9259407424383835,0.1899973179947391,0.18218391446053508,0.9288282196896379,0.9784326180871904,0.9122687642701391,0.9210476064156919,0.9578601560645357,0.8307170434578842,0.9615465401542819,0.8428032690174581,0.8862112472885872
remove_contact_by_phone_ambiguous_3_distraction_tools_tool_description_scrambled,0.9312335032369262,0.9150599378461738,0.229314713154403,0.18606132583498028,0.9418272627469109,0.9784326180871904,0.9070415914067887,0.9390193097698526,0.8977870807382904,0.8353082262869234,0.9615465401542819,0.8341121398899315,0.836957635384833
remove_contact_by_phone_ambiguous_3_distraction_tools_tool_name_scrambled,0.927657834383929,0.9083067478777683,0.1590801908625795,0.22314430692400722,0.9418272627469109,0.9784326180871904,0.5221721077796403,0.9229603170995572,0.8536356260187401,0.8395579120536293,0.9695200944059194,0.8010025295650766,0.9122687642701391
remove_contact_by_phone_ambiguous_all_tools,0.927657834383929,0.9259407424383835,0.15603086469611363,0.16935528405754077,0.9265080839670391,0.9478108874745872,0.9122687642701391,0.9229603170995572,0.8928681274207078,0.8337209217833769,0.9615465401542819,0.8423246332806866,0.9312335032369262
remove_contact_by_phone_ambiguous_alt,0.927657834383929,0.9095989596864746,0.17637789138879797,0.1899973179947391,0.933729570102293,0.9478108874745872,0.18742947717810934,0.9578601560645357,0.8724526327614696,0.44979921903128045,0.9615465401542819,0.8386735359207016,0.9784326180871904
remove_contact_by_phone_ambiguous_alt_10_distraction_tools,0.927657834383929,0.9070415914067887,0.19050263351325156,0.18344039409784715,0.9288282196896379,0.9526591476897642,0.9122687642701391,0.9083067478777683,0.9095989596864746,0.8143436328852761,0.9578601560645357,0.8173128105878954,0.9626346618155432
remove_contact_by_phone_ambiguous_alt_3_distraction_tools,0.927657834383929,0.934048251224609,0.17124769101116066,0.18606132583498028,0.9288282196896379,0.9620206231390553,0.9122687642701391,0.889810973590674,0.9526591476897642,0.8413827498386307,0.9578601560645357,0.8279181987376937,0.9406902296045261
remove_contact_by_phone_ambiguous_alt_3_distraction_tools_arg_description_scrambled,0.927657834383929,0.8917021246592264,0.18606132583498028,0.19118483223976704,0.9265080839670391,0.9578601560645357,0.9122687642701391,0.9122687642701391,0.8476278305175926,0.8437764203301642,0.9695200944059194,0.8228459829590468,0.9478108874745872
remove_contact_by_phone_ambiguous_alt_3_distraction_tools_arg_type_scrambled,0.927657834383929,0.934048251224609,0.1464147058292404,0.18218391446053508,0.9171334327449,0.9478108874745872,0.9150599378461738,0.9578601560645357,0.8862112472885872,0.8321917388753378,0.9578601560645357,0.8279181987376937,0.87665349970505
remove_contact_by_phone_ambiguous_alt_3_distraction_tools_tool_description_scrambled,0.9312335032369262,0.9259407424383835,0.1786107612603702,0.1653004758028704,0.9146533989637544,0.9478108874745872,0.9122687642701391,0.9578601560645357,0.8501070607645138,0.8365392339534513,0.9654269842225277,0.836957635384833,0.9761059226060778
remove_contact_by_phone_ambiguous_alt_3_distraction_tools_tool_name_scrambled,0.934048251224609,0.9165041121386754,0.17594452752135262,0.17029096871816637,0.904588613778972,0.9533795370997541,0.904588613778972,0.9122687642701391,0.9095989596864746,0.8321917388753378,0.2618669905641051,0.8183571762757126,0.8977870807382904
remove_contact_by_phone_ambiguous_alt_all_tools,0.9312335032369262,0.9095989596864746,0.16253953206221924,0.19240260407503817,0.9447547241245674,0.9526591476897642,0.9432755108539052,0.9191907393442795,0.8284284823656471,0.836957635384833,0.9695200944059194,0.8361249041152513,0.9312335032369262
remove_contact_by_phone_multiple_user_turn,0.8942308180700488,0.9141154612196023,0.17343069268788117,0.2004284891806194,0.9210476064156919,0.9695200944059194,0.8452774279270369,0.9578601560645357,0.8883428806453656,0.812263398070927,0.8977870807382904,0.8171201681880369,0.9060482919398737
remove_contact_by_phone_multiple_user_turn_10_distraction_tools,0.9179824764819607,0.9179824764819607,0.1666666531037482,0.16784039528574915,0.9143502355813468,0.9578601560645357,0.9259407424383835,0.9578601560645357,0.9285336572307719,0.8157060449725075,0.9150599378461738,0.825939444308892,0.8862112472885872
remove_contact_by_phone_multiple_user_turn_3_distraction_tools,0.8999675959341955,0.9160189877302992,0.22568025632837443,0.16754387020622938,0.9122687642701391,0.9312335032369262,0.8977870807382904,0.9761059226060778,0.9090787625655956,0.8179949144244477,0.9501935801608199,0.825939444308892,0.5508259705886855
remove_contact_by_phone_multiple_user_turn_3_distraction_tools_arg_description_scrambled,0.9418272627469109,0.9160189877302992,0.1938634222778324,0.18473227191419028,0.904588613778972,0.9695200944059194,0.8977870807382904,0.9390193097698526,0.826916604068583,0.8098725688039613,0.9179824764819607,0.7994126119370617,0.9615465401542819
remove_contact_by_phone_multiple_user_turn_3_distraction_tools_arg_type_scrambled,0.8999675959341955,0.9160189877302992,0.17029096871816637,0.16441412301319727,0.9122687642701391,0.9210476064156919,0.8977870807382904,0.9578601560645357,0.9210476064156919,0.8307170434578842,0.9150599378461738,0.10190355820478618,0.9432755108539052
remove_contact_by_phone_multiple_user_turn_3_distraction_tools_tool_description_scrambled,0.889810973590674,0.9160189877302992,0.1786107612603702,0.17748028199484847,0.9242679569317324,0.9738471590323071,0.9234475689104563,0.8616011728475784,0.8862112472885872,0.8276654521769542,0.9285336572307719,0.8395579120536293,0.9738471590323071
remove_contact_by_phone_multiple_user_turn_3_distraction_tools_tool_name_scrambled,0.8883428806453656,0.9083067478777683,0.1933366077833596,0.18218391446053508,0.9143502355813468,0.9491625577941244,0.9004136755391232,0.8409193156726132,0.9004136755391232,0.8288154760969793,0.8977870807382904,0.7801273215927091,0.9210476064156919
remove_contact_by_phone_multiple_user_turn_all_tools,0.9265080839670391,0.8888888849045703,0.19658657880039085,0.18243245830308086,0.9187349219460756,0.9620206231390553,0.9259407424383835,0.9390193097698526,0.9634613986495806,0.8464372654895778,0.933729570102293,0.8337209217833769,0.9312335032369262
remove_contact_by_phone_multiple_user_turn_alt,0.9312335032369262,0.9533795370997541,0.12603412489558,0.1290077120090878,0.9224079521522354,0.9229603170995572,0.9281568638967084,1.0,0.9533795370997541,0.8304591810151916,0.9933315366872906,0.8070926380331346,0.9933315366872906
remove_contact_by_phone_multiple_user_turn_alt_10_distraction_tools,0.9269655505052627,0.9406902296045261,0.13093348202559604,0.12280103880849252,0.9491625577941244,0.967738563202272,0.9526591476897642,0.9933315366872906,1.0,0.8388929337295051,0.9578601560645357,0.8272892832887947,0.945961200645833
remove_contact_by_phone_multiple_user_turn_alt_3_distraction_tools,0.9122687642701391,0.9191907393442795,0.12082002837303839,0.1391375862809837,0.9035674732577673,0.967738563202272,0.967738563202272,0.9933315366872906,0.8452774279270369,0.8213862805086728,0.9626346618155432,0.4798071735935568,0.9406902296045261
remove_contact_by_phone_multiple_user_turn_alt_3_distraction_tools_arg_description_scrambled,0.9269655505052627,0.9578601560645357,0.16496585024481478,0.13749083837335407,0.9312335032369262,0.967738563202272,0.5167737274311804,0.9933315366872906,0.9400588299577316,0.8225074774458879,0.9578601560645357,0.807755038002176,0.9761059226060778
remove_contact_by_phone_multiple_user_turn_alt_3_distraction_tools_arg_type_scrambled,0.9269655505052627,0.9229603170995572,0.1408661874841643,0.14767696621860946,0.9854885289851465,0.9269655505052627,0.967738563202272,0.9933315366872906,0.9620206231390553,0.8379143576778274,0.9933315366872906,0.8240543885138675,0.9871665715318341
remove_contact_by_phone_multiple_user_turn_alt_3_distraction_tools_tool_description_scrambled,0.9165041121386754,0.9711140916761293,0.1266070127314296,0.17029096871816637,0.9491625577941244,0.9732137970540097,0.9312335032369262,0.9933315366872906,0.9854885289851465,0.835889954481988,0.9626346618155432,0.8217564267042521,0.9516626544309532
remove_contact_by_phone_multiple_user_turn_alt_3_distraction_tools_tool_name_scrambled,0.9229603170995572,0.9533795370997541,0.1302788081202425,0.12179443077611102,0.9578601560645357,0.967738563202272,0.9312335032369262,0.9814421297226857,0.9451832115041686,0.8217564267042521,0.967738563202272,0.7961452155175411,0.9933315366872906
remove_contact_by_phone_multiple_user_turn_alt_all_tools,0.9312335032369262,0.9004136755391232,0.13749083837335407,0.11987608390613286,0.967738563202272,0.9451832115041686,0.967738563202272,0.9871665715318341,0.9122687642701391,0.8409193156726132,0.9626346618155432,0.8346561353610241,0.5433201663717168
remove_contact_by_phone_no_remove_contact_insufficient_information,0.6009745574731722,0.5665163233389211,0.5963867878565714,0.5963867878565714,0.6156382286642585,0.7066983831425208,0.7192565619681056,0.6751063739776791,0.6457160046220011,0.47011026689569646,0.693361242214871,0.25126829406497436,0.6666666547137112
remove_contact_by_phone_no_remove_contact_insufficient_information_10_distraction_tools,0.5488009590916245,0.6162613540743805,0.5784464543850898,0.5636836912202372,0.5994296341004056,0.6751063739776791,0.486835921836823,0.5026316106186881,0.576680200316402,0.299581911036578,0.5880889928606867,0.3754159185683135,0.6839903390820256
remove_contact_by_phone_no_remove_contact_insufficient_information_3_distraction_tools,0.6173578982844086,0.6034799669724789,0.6190969349225002,0.5753695668714162,0.6337555289029186,0.649909090661411,0.6999027878025867,0.5503211822935414,0.6114213989846685,0.47335248810186586,0.5414434938514512,0.246779463122829,0.6057068325842111
remove_contact_by_phone_no_remove_contact_insufficient_information_3_distraction_tools_arg_description_scrambled,0.5160206077621048,0.5094616357710208,0.5393117964687334,0.6089459780306263,0.6187088083584698,0.6089459780306263,0.5880889928606867,0.5358322837811106,0.6029283163548478,0.465573953444375,0.5969904276964507,0.2402359312580865,0.6012854675418582
remove_contact_by_phone_no_remove_contact_insufficient_information_3_distraction_tools_arg_type_scrambled,0.5665163233389211,0.5735544967193011,0.6299604991151502,0.6337555289029186,0.6156382286642585,0.6839903390820256,0.6012854675418582,0.6726513849728093,0.6094925991392128,0.4572767865447097,0.5248489891362561,0.24574215981570838,0.5064108977572267
remove_contact_by_phone_no_remove_contact_insufficient_information_3_distraction_tools_tool_description_scrambled,0.5920689082864298,0.5574504935752413,0.5848035185427354,0.5259071425924887,0.6089459780306263,0.6751063739776791,0.5735544967193011,0.6173578982844086,0.6452567534912027,0.29462824857628844,0.5503211822935414,0.24846648477227623,0.7672238564567058
remove_contact_by_phone_no_remove_contact_insufficient_information_3_distraction_tools_tool_name_scrambled,0.5486330678685581,0.6057068325842111,0.5723571008637748,0.5665163233389211,0.6057068325842111,0.6160187255113164,0.6012854675418582,0.5404919036347766,0.5636836912202372,0.2889248004028075,0.5313292609904929,0.24102757496245775,0.5319633073080277
remove_contact_by_phone_no_remove_contact_insufficient_information_all_tools,0.6197980580252405,0.5907713053111754,0.5753695668714162,0.5598113582023632,0.5581839775049409,0.6457160046220011,0.7307666150865795,0.5699919539842173,0.5815902668334972,0.3183313493200608,0.721124774220366,0.24989988329651247,0.5665163233389211
remove_contact_by_phone_no_remove_contact_insufficient_information_alt,0.564621613116908,0.6016820776970118,0.5574504935752413,0.538608654794608,0.7161853975391378,0.6190969349225002,0.698953109011012,0.6666666547137112,0.6057068325842111,0.336575297439775,0.6343969919496849,0.3960268816799033,0.6173578982844086
remove_contact_by_phone_no_remove_contact_insufficient_information_alt_10_distraction_tools,0.6447635989576509,0.6801259315797047,0.5465517433816053,0.6235318916614738,0.5404919036347766,0.6551853291009976,0.5665163233389211,0.5581839775049409,0.5547594499080538,0.3301376955706468,0.5358322837811106,0.396334842573005,0.5447052764401149
remove_contact_by_phone_no_remove_contact_insufficient_information_alt_3_distraction_tools,0.6032345322082968,0.5914495860806599,0.5255534848642346,0.6366626998527439,0.5740707629336765,0.5800098233500788,0.5784464543850898,0.6751063739776791,0.4959014274086112,0.23594051489226253,0.5923018214096284,0.27383585676692496,0.5772078122251145
remove_contact_by_phone_no_remove_contact_insufficient_information_alt_3_distraction_tools_arg_description_scrambled,0.58761512932792,0.5784464543850898,0.5324408459845454,0.5581839775049409,0.5715079005397546,0.5565753713144751,0.5324408459845454,0.5598113582023632,0.5227579470178397,0.4466565411134976,0.721124774220366,0.2455088500846668,0.6465459468849516
remove_contact_by_phone_no_remove_contact_insufficient_information_alt_3_distraction_tools_arg_type_scrambled,0.6057068325842111,0.688300042649114,0.5398163092875163,0.5815902668334972,0.5278335825640579,0.5472973749092426,0.6518080392264438,0.5313292609904929,0.6057068325842111,0.2768309275759177,0.5784464543850898,0.24635299061600865,0.6197980580252405
remove_contact_by_phone_no_remove_contact_insufficient_information_alt_3_distraction_tools_tool_description_scrambled,0.5784464543850898,0.6801259315797047,0.5731043003870583,0.5503211822935414,0.6235318916614738,0.5665163233389211,0.6256455686804341,0.49418546584510187,0.602535553509046,0.2820173156986696,0.6408240387072407,0.24841763712422735,0.693361242214871
remove_contact_by_phone_no_remove_contact_insufficient_information_alt_3_distraction_tools_tool_name_scrambled,0.5914495860806599,0.610261215077465,0.5593444545080533,0.0,0.5602211702976153,0.6057068325842111,0.5108729061544991,0.602535553509046,0.5381419213022451,0.4459884538956222,0.6143609584583171,0.3723954287777952,0.6858241092096382
remove_contact_by_phone_no_remove_contact_insufficient_information_alt_all_tools,0.5907713053111754,0.6376437037027375,0.5420816181516275,0.5503211822935414,0.5053195194267601,0.7459600958328441,0.6173578982844086,0.6666666547137112,0.5848035185427354,0.39172428178573643,0.5914495860806599,0.2531956285817605,0.5291336741663939
remove_contact_by_phone_no_search_contacts_insufficient_information,1,1,1,1,1,1,1,1,1,1,1,1,1
remove_contact_by_phone_no_search_contacts_insufficient_information_10_distraction_tools,1,1,1,0.0,0.0,1,1,1,1,1,,1,1
remove_contact_by_phone_no_search_contacts_insufficient_information_3_distraction_tools,1,1,1,0.0,0.0,1,1,1,1,1,0.0,1,1
remove_contact_by_phone_no_search_contacts_insufficient_information_3_distraction_tools_arg_description_scrambled,1,1,1,0.0,0.0,0.0,0.0,1,1,1,0.0,1,1
remove_contact_by_phone_no_search_contacts_insufficient_information_3_distraction_tools_arg_type_scrambled,1,1,1,1,0.0,0.0,1,1,1,1,0.0,1,1
remove_contact_by_phone_no_search_contacts_insufficient_information_3_distraction_tools_tool_description_scrambled,1,1,1,1,0.0,0.0,1,1,1,1,0.0,1,0.0
remove_contact_by_phone_no_search_contacts_insufficient_information_3_distraction_tools_tool_name_scrambled,1,1,1,1,0.0,1,1,1,1,1,0.0,1,0.0
remove_contact_by_phone_no_search_contacts_insufficient_information_all_tools,1,1,1,1,0.0,1,1,1,1,1,1,1,1
remove_contact_by_phone_no_search_contacts_insufficient_information_alt,1,1,1,0.0,0.0,1,1,1,0.0,1,1,1,1
